Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
ERR2713020_1	(0.0, 0.0026530180763687135)	(1.0, 0.0017515070795443934)	(2.0, 0.0006611080643378347)	(3.0, 0.0004722200459555963)	(4.0, 0.00042499804136003665)	(5.0, 0.0004207051318513494)	(6.0, 0.0006267647882683369)	(7.0, 0.000789895349598452)	(8.0, 0.0007512591640202668)	(9.0, 0.0007426733450028924)	(10.0, 0.000772723711563703)	(11.0, 0.0007984811686158266)	(12.0, 0.0014681750519710357)	(13.0, 0.005585075270802098)	(14.0, 0.009058039063330074)	(15.0, 0.012329236108949749)	(16.0, 0.02662891768238694)	(17.0, 0.03765740221020446)	(18.0, 0.06151310034997945)	(19.0, 0.1435162577849231)	(20.0, 0.3002460910375855)	(21.0, 0.3988284649950793)	(22.0, 0.4827763104374582)	(23.0, 0.7445793968247495)	(24.0, 0.9224346377696618)	(25.0, 1.1959702458441954)	(26.0, 1.8051598625839667)	(27.0, 2.491982454878838)	(28.0, 2.8431510385084713)	(29.0, 3.252402687790643)	(30.0, 4.011371917288512)	(31.0, 4.36108949750421)	(32.0, 4.722178995008419)	(33.0, 5.384068368876836)	(34.0, 5.6848682452410415)	(35.0, 5.847264719045171)	(36.0, 6.108964775604254)	(37.0, 5.9707202106959985)	(38.0, 5.73317206303279)	(39.0, 5.27162419011579)	(40.0, 4.336680014037815)	(41.0, 3.8632837108768374)	(42.0, 3.600549063126161)	(43.0, 3.1450198493403407)	(44.0, 2.5023798817088787)	(45.0, 2.05253448011256)	(46.0, 1.6788195357433013)	(47.0, 1.2686706683738136)	(48.0, 1.232236745373585)	(49.0, 1.1318127132368645)	(50.0, 0.8955138022406841)	(51.0, 0.748086703893347)	(52.0, 0.7365344844054696)	(53.0, 0.7208310214226916)	(54.0, 0.696958151644882)	(55.0, 0.6887887448498501)	(56.0, 0.6430735514918396)	(57.0, 0.5166301948229658)	(58.0, 0.39903452465149625)	(59.0, 0.3621670177908902)	(60.0, 0.3275275309652929)	(61.0, 0.22982520345708005)	(62.0, 0.1667623627744645)	(63.0, 0.11591284964406413)	(64.0, 0.04608438357575751)	(65.0, 0.022911258047863793)	(66.0, 0.018717085457876363)	(67.0, 0.010131266440501885)	(68.0, 0.0008199457161592626)	(69.0, 9.444400919111925e-05)	(70.0, 6.439364263030858e-05)	(71.0, 2.1464547543436193e-05)	(72.0, 8.585819017374477e-06)	(73.0, 8.585819017374477e-06)	(74.0, 8.585819017374477e-06)	(75.0, 8.585819017374477e-06)	(76.0, 8.585819017374477e-06)	(77.0, 4.292909508687239e-06)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
ERR2713020_2	(0.0, 0.023856780876794926)	(1.0, 0.028870472622438654)	(2.0, 0.02746612514799703)	(3.0, 0.021048085927911676)	(4.0, 0.01700202384453565)	(5.0, 0.010399878095788743)	(6.0, 0.007210125448047857)	(7.0, 0.006576456465677854)	(8.0, 0.00651223325800522)	(9.0, 0.006225369597067448)	(10.0, 0.006002729143802313)	(11.0, 0.007257222467007789)	(12.0, 0.013992096178278143)	(13.0, 0.03356732987689738)	(14.0, 0.047662183187451745)	(15.0, 0.0593636516254059)	(16.0, 0.07227679791478377)	(17.0, 0.07348847576620748)	(18.0, 0.09804743038022323)	(19.0, 0.20149817329930417)	(20.0, 0.4294177742351305)	(21.0, 0.5784455868658916)	(22.0, 0.7032398424681783)	(23.0, 1.030889521825251)	(24.0, 1.233744945580037)	(25.0, 1.6377774265957636)	(26.0, 2.3884225594207034)	(27.0, 3.067017816331302)	(28.0, 3.3990004214326888)	(29.0, 3.7616174965939218)	(30.0, 4.467927208388852)	(31.0, 4.811619845022549)	(32.0, 5.1574190028679086)	(33.0, 5.714816503805889)	(34.0, 5.92641484689851)	(35.0, 5.867389437500179)	(36.0, 5.6397609817724685)	(37.0, 5.2748875312483365)	(38.0, 5.078617127053586)	(39.0, 4.675025645397211)	(40.0, 3.879407141012713)	(41.0, 3.4873801182845914)	(42.0, 3.1001398653016694)	(43.0, 2.4661454853461264)	(44.0, 1.8953852756650604)	(45.0, 1.571379192956615)	(46.0, 1.4165370392578913)	(47.0, 1.1359544080305042)	(48.0, 1.0102139305018405)	(49.0, 0.9568401633787025)	(50.0, 0.8569944831836455)	(51.0, 0.8182507627683336)	(52.0, 0.8259789554249408)	(53.0, 0.8179638991073959)	(54.0, 0.7964405614427067)	(55.0, 0.7829322800955625)	(56.0, 0.6807231858581524)	(57.0, 0.5067639240088743)	(58.0, 0.36823018351182174)	(59.0, 0.3014466106266374)	(60.0, 0.26546020659407077)	(61.0, 0.17395926184927815)	(62.0, 0.11844472113705219)	(63.0, 0.08273233612388879)	(64.0, 0.03733509139369199)	(65.0, 0.018509128451253496)	(66.0, 0.009368025225848403)	(67.0, 0.005073633406138188)	(68.0, 0.0005480380388064879)	(69.0, 0.0003168344911850008)	(70.0, 0.00021407735890878433)	(71.0, 0.00013272796252344627)	(72.0, 0.00015413569841432473)	(73.0, 0.0001284464153452706)	(74.0, 7.706784920716237e-05)	(75.0, 6.42232076726353e-05)	(76.0, 7.706784920716237e-05)	(77.0, 5.5660113316283934e-05)	(78.0, 2.9970830247229805e-05)	(79.0, 2.568928306905412e-05)	(80.0, 2.568928306905412e-05)	(81.0, 2.9970830247229805e-05)	(82.0, 3.853392460358118e-05)	(83.0, 4.2815471781756866e-05)	(84.0, 3.4252377425405494e-05)	(85.0, 2.1407735890878433e-05)	(86.0, 1.7126188712702747e-05)	(87.0, 2.568928306905412e-05)	(88.0, 1.7126188712702747e-05)	(89.0, 4.281547178175687e-06)	(90.0, 8.563094356351373e-06)	(91.0, 8.563094356351373e-06)	(92.0, 1.284464153452706e-05)	(93.0, 1.7126188712702747e-05)	(94.0, 1.7126188712702747e-05)	(95.0, 1.7126188712702747e-05)	(96.0, 8.563094356351373e-06)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 2.1407735890878433e-05)	(100.0, 4.2815471781756866e-05)
ERR2713021_1	(0.0, 0.003146683414867823)	(1.0, 0.0021191079365708784)	(2.0, 0.0007589561623935942)	(3.0, 0.00042637986651325514)	(4.0, 0.0004050608731875925)	(5.0, 0.000494600645155376)	(6.0, 0.0005756128197928945)	(7.0, 0.0005457662291369666)	(8.0, 0.0005500300278020992)	(9.0, 0.0006054594104488224)	(10.0, 0.000656624994430413)	(11.0, 0.0006353060011047503)	(12.0, 0.0011384342435903914)	(13.0, 0.0050867118075031345)	(14.0, 0.008510542135604574)	(15.0, 0.0121816727862837)	(16.0, 0.024730032257768802)	(17.0, 0.03360726107857478)	(18.0, 0.0585376918736048)	(19.0, 0.13817265954228547)	(20.0, 0.28254061854500856)	(21.0, 0.37220404067408097)	(22.0, 0.45885722094556985)	(23.0, 0.7304739873105087)	(24.0, 0.9154375734039589)	(25.0, 1.1943070612982882)	(26.0, 1.7889833249229905)	(27.0, 2.4543618980129205)	(28.0, 2.803933695372478)	(29.0, 3.241407966012408)	(30.0, 4.022894040552562)	(31.0, 4.366905844452787)	(32.0, 4.734001854326039)	(33.0, 5.388567434001193)	(34.0, 5.676037003803095)	(35.0, 5.836739575491942)	(36.0, 6.126285615243762)	(37.0, 6.0197119676087745)	(38.0, 5.784294851910811)	(39.0, 5.282219767695457)	(40.0, 4.2944127395482035)	(41.0, 3.808680795616303)	(42.0, 3.5673369997738056)	(43.0, 3.161726096558411)	(44.0, 2.558436959630141)	(45.0, 2.1194149300747678)	(46.0, 1.7138722476380153)	(47.0, 1.2792547221037243)	(48.0, 1.2501798790061853)	(49.0, 1.1532253611597363)	(50.0, 0.9100737146832221)	(51.0, 0.7513324903803372)	(52.0, 0.7387883947075173)	(53.0, 0.722888689485238)	(54.0, 0.6956003780283896)	(55.0, 0.6842117717938206)	(56.0, 0.6312511285742092)	(57.0, 0.5056779940873903)	(58.0, 0.3982345315247152)	(59.0, 0.3634035602292474)	(60.0, 0.3251189120150222)	(61.0, 0.22419906140999984)	(62.0, 0.16156385901920264)	(63.0, 0.1121634876849769)	(64.0, 0.043989610828172536)	(65.0, 0.021975618320093173)	(66.0, 0.018735131334592432)	(67.0, 0.0101904788096668)	(68.0, 0.0008570235316916429)	(69.0, 6.822077864212083e-05)	(70.0, 3.8374187986192966e-05)	(71.0, 8.527597330265103e-06)	(72.0, 8.527597330265103e-06)	(73.0, 1.2791395995397655e-05)	(74.0, 8.527597330265103e-06)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 4.263798665132552e-06)	(81.0, 4.263798665132552e-06)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
ERR2713021_2	(0.0, 0.02195878481462042)	(1.0, 0.02730183408136023)	(2.0, 0.026719496969551677)	(3.0, 0.02079411059100331)	(4.0, 0.016471213928891622)	(5.0, 0.009619188934472708)	(6.0, 0.006133667535326609)	(7.0, 0.005177274468487742)	(8.0, 0.0049137350456254746)	(9.0, 0.004480170188658521)	(10.0, 0.004310144754553834)	(11.0, 0.005190026376045593)	(12.0, 0.011302440732109115)	(13.0, 0.030914874556084843)	(14.0, 0.04529477564548881)	(15.0, 0.05537303325204417)	(16.0, 0.0655405542115045)	(17.0, 0.06562981756440946)	(18.0, 0.08689149809920066)	(19.0, 0.1812726165707128)	(20.0, 0.3875729770416357)	(21.0, 0.5207538995758375)	(22.0, 0.6586572785422972)	(23.0, 0.9955711774924411)	(24.0, 1.1945816974761254)	(25.0, 1.5991869723791983)	(26.0, 2.3457048939950926)	(27.0, 3.0120303196155116)	(28.0, 3.336443098523108)	(29.0, 3.71718955438544)	(30.0, 4.434994430816906)	(31.0, 4.772052851386039)	(32.0, 5.114462822493617)	(33.0, 5.695907300773122)	(34.0, 5.934941807945051)	(35.0, 5.864678797301289)	(36.0, 5.63688297132368)	(37.0, 5.283625377520224)	(38.0, 5.087900599050612)	(39.0, 4.679984078818351)	(40.0, 3.9094968216295474)	(41.0, 3.5469260846730064)	(42.0, 3.133555998641837)	(43.0, 2.5104765421859456)	(44.0, 1.9667692090059752)	(45.0, 1.6327712462507267)	(46.0, 1.4883643944297629)	(47.0, 1.201369962932755)	(48.0, 1.0587823832567114)	(49.0, 0.9941982221120458)	(50.0, 0.8780623493468387)	(51.0, 0.8441380246071009)	(52.0, 0.8617654114879044)	(53.0, 0.8411668301461216)	(54.0, 0.8110680776737391)	(55.0, 0.8015679065431398)	(56.0, 0.6851387399041022)	(57.0, 0.498574081696881)	(58.0, 0.36586497974231963)	(59.0, 0.3032913693559419)	(60.0, 0.26225148019892297)	(61.0, 0.16775984519524276)	(62.0, 0.11430809934858156)	(63.0, 0.08098736489991538)	(64.0, 0.03808994787530267)	(65.0, 0.01888132445732557)	(66.0, 0.009249383615295013)	(67.0, 0.004930737589035944)	(68.0, 0.0004208129494091021)	(69.0, 0.00022953433604132843)	(70.0, 0.00016152416239945334)	(71.0, 9.351398875757825e-05)	(72.0, 9.351398875757825e-05)	(73.0, 8.501271705234386e-05)	(74.0, 5.9508901936640696e-05)	(75.0, 3.400508682093754e-05)	(76.0, 2.550381511570316e-05)	(77.0, 3.825572267355474e-05)	(78.0, 3.825572267355474e-05)	(79.0, 2.550381511570316e-05)	(80.0, 2.550381511570316e-05)	(81.0, 1.700254341046877e-05)	(82.0, 1.275190755785158e-05)	(83.0, 1.700254341046877e-05)	(84.0, 2.550381511570316e-05)	(85.0, 2.550381511570316e-05)	(86.0, 1.700254341046877e-05)	(87.0, 2.1253179263085964e-05)	(88.0, 2.550381511570316e-05)	(89.0, 2.9754450968320348e-05)	(90.0, 3.400508682093754e-05)	(91.0, 2.1253179263085964e-05)	(92.0, 1.275190755785158e-05)	(93.0, 1.700254341046877e-05)	(94.0, 8.501271705234385e-06)	(95.0, 8.501271705234385e-06)	(96.0, 2.1253179263085964e-05)	(97.0, 2.550381511570316e-05)	(98.0, 1.700254341046877e-05)	(99.0, 3.400508682093754e-05)	(100.0, 5.9508901936640696e-05)
ERR2713022_1	(0.0, 0.00331679148735177)	(1.0, 0.002131635223881162)	(2.0, 0.0006995714055208447)	(3.0, 0.00045266385063113477)	(4.0, 0.00036624620641973637)	(5.0, 0.0004320882210569923)	(6.0, 0.0006460747686280742)	(7.0, 0.0007078016573505017)	(8.0, 0.0006995714055208447)	(9.0, 0.0006008083835649607)	(10.0, 0.0005102756134387338)	(11.0, 0.0005555419985018472)	(12.0, 0.001181041137555779)	(13.0, 0.0047858914389455436)	(14.0, 0.0078105089863444895)	(15.0, 0.010674636623065125)	(16.0, 0.022534429509600856)	(17.0, 0.031530094759415955)	(18.0, 0.053550133529663244)	(19.0, 0.13512427453930856)	(20.0, 0.2745323951559536)	(21.0, 0.3543864135332006)	(22.0, 0.4434706593374079)	(23.0, 0.705036292735737)	(24.0, 0.8775176803298587)	(25.0, 1.134659553369747)	(26.0, 1.7116907393988288)	(27.0, 2.3841516953927835)	(28.0, 2.7367233383975442)	(29.0, 3.1539353792724314)	(30.0, 3.9362660820663926)	(31.0, 4.301384743985466)	(32.0, 4.6705156536714965)	(33.0, 5.324203405242004)	(34.0, 5.6087602471264795)	(35.0, 5.7806737473443555)	(36.0, 6.071633725152304)	(37.0, 5.923571494736775)	(38.0, 5.656462786731171)	(39.0, 5.202967680665242)	(40.0, 4.3052406169676605)	(41.0, 3.8610086593360085)	(42.0, 3.6295657476342247)	(43.0, 3.225044755080668)	(44.0, 2.6105864988562213)	(45.0, 2.169206323483546)	(46.0, 1.781816600113421)	(47.0, 1.3669007994990081)	(48.0, 1.3393747222547203)	(49.0, 1.2358504996153798)	(50.0, 0.9825644995576857)	(51.0, 0.8128813975856474)	(52.0, 0.7929600730319626)	(53.0, 0.78234716329762)	(54.0, 0.7580596901483021)	(55.0, 0.744385126733327)	(56.0, 0.6879297143077949)	(57.0, 0.5512951885577443)	(58.0, 0.43266022355915346)	(59.0, 0.3942043718850812)	(60.0, 0.3531395303810076)	(61.0, 0.24351257600997636)	(62.0, 0.17495046314301876)	(63.0, 0.12218220353717295)	(64.0, 0.049681915169724464)	(65.0, 0.025674270582614997)	(66.0, 0.021398654757108188)	(67.0, 0.011925634901172988)	(68.0, 0.0013909125592120324)	(69.0, 0.00032921007318627987)	(70.0, 0.0002139865475710819)	(71.0, 0.00010287814787071246)	(72.0, 0.00010699327378554095)	(73.0, 7.407226646691297e-05)	(74.0, 6.584201463725598e-05)	(75.0, 0.00012756890335968344)	(76.0, 0.00016460503659313994)	(77.0, 0.00010699327378554095)	(78.0, 3.292100731862799e-05)	(79.0, 1.6460503659313994e-05)	(80.0, 2.0575629574142492e-05)	(81.0, 1.2345377744485495e-05)	(82.0, 8.230251829656997e-06)	(83.0, 1.6460503659313994e-05)	(84.0, 8.230251829656997e-06)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
ERR2713022_2	(0.0, 0.023877831169210002)	(1.0, 0.028653397403052002)	(2.0, 0.027147699114546838)	(3.0, 0.02086643459219967)	(4.0, 0.016574989333953336)	(5.0, 0.010006534402354501)	(6.0, 0.006806412699264502)	(7.0, 0.005883300669527002)	(8.0, 0.0057273973045046675)	(9.0, 0.005764321785694168)	(10.0, 0.005957149631906001)	(11.0, 0.006531530450409335)	(12.0, 0.011610697974031668)	(13.0, 0.027767209854504003)	(14.0, 0.03941893502985734)	(15.0, 0.04712384343806634)	(16.0, 0.05877967133355184)	(17.0, 0.06273059082082834)	(18.0, 0.08431089871602503)	(19.0, 0.1792478425743617)	(20.0, 0.4013896241305259)	(21.0, 0.5501747697235501)	(22.0, 0.6603656270332825)	(23.0, 0.9545675849908221)	(24.0, 1.1385786856386293)	(25.0, 1.558012072910424)	(26.0, 2.30560152995357)	(27.0, 2.949839364147305)	(28.0, 3.2659211285696896)	(29.0, 3.6359208409690082)	(30.0, 4.348009460708516)	(31.0, 4.690098368048705)	(32.0, 5.041561990890894)	(33.0, 5.613801189485237)	(34.0, 5.83457676523739)	(35.0, 5.784150232092929)	(36.0, 5.574685855745161)	(37.0, 5.241397283088468)	(38.0, 5.0671465536350855)	(39.0, 4.670975589512676)	(40.0, 3.9158822573477976)	(41.0, 3.5569598893053285)	(42.0, 3.164140847530899)	(43.0, 2.550283655915858)	(44.0, 2.0014545783956583)	(45.0, 1.6736636507160703)	(46.0, 1.537699505536067)	(47.0, 1.261184374068298)	(48.0, 1.1206333877805321)	(49.0, 1.0571273828547243)	(50.0, 0.9513428469669389)	(51.0, 0.9157148253392037)	(52.0, 0.922365334673446)	(53.0, 0.9014086402383384)	(54.0, 0.8663796157498994)	(55.0, 0.8523072856965679)	(56.0, 0.735605411537087)	(57.0, 0.5464905270448644)	(58.0, 0.4026122347299116)	(59.0, 0.3311469527477004)	(60.0, 0.2873504153368212)	(61.0, 0.18571372950265638)	(62.0, 0.1278735810793707)	(63.0, 0.09039933539216034)	(64.0, 0.041905183429950345)	(65.0, 0.020690017626516503)	(66.0, 0.010494758098082336)	(67.0, 0.005768424505826334)	(68.0, 0.0007918249855081668)	(69.0, 0.000541559057446)	(70.0, 0.0004882236957278334)	(71.0, 0.00033642305083766673)	(72.0, 0.0002379577676656667)	(73.0, 0.0002297523274013334)	(74.0, 0.0001887251260796667)	(75.0, 0.0001641088052866667)	(76.0, 0.00017231424555100002)	(77.0, 0.0001271843240971667)	(78.0, 6.15408019825e-05)	(79.0, 4.102720132166667e-05)	(80.0, 4.512992145383334e-05)	(81.0, 5.743808185033335e-05)	(82.0, 4.923264158600001e-05)	(83.0, 3.282176105733334e-05)	(84.0, 2.8719040925166675e-05)	(85.0, 1.641088052866667e-05)	(86.0, 8.205440264333335e-06)	(87.0, 4.102720132166668e-06)	(88.0, 4.102720132166668e-06)	(89.0, 8.205440264333335e-06)	(90.0, 8.205440264333335e-06)	(91.0, 1.2308160396500003e-05)	(92.0, 2.0513600660833336e-05)	(93.0, 2.4616320793000006e-05)	(94.0, 1.2308160396500003e-05)	(95.0, 4.102720132166668e-06)	(96.0, 4.102720132166668e-06)	(97.0, 0.0)	(98.0, 4.102720132166668e-06)	(99.0, 4.102720132166667e-05)	(100.0, 7.384896237900002e-05)
ERR2713023_1	(0.0, 0.0006022017512730799)	(1.0, 0.0003597568903709309)	(2.0, 0.0001173120294687818)	(3.0, 0.0001173120294687818)	(4.0, 8.211842062814726e-05)	(5.0, 5.86560147343909e-05)	(6.0, 0.00012904323241565998)	(7.0, 0.00018769924715005088)	(8.0, 0.00017205764322087997)	(9.0, 0.00018378884616775817)	(10.0, 0.00021116165304380726)	(11.0, 0.0003089216776011254)	(12.0, 0.000801632201370009)	(13.0, 0.0034802568742405265)	(14.0, 0.0057639310478994794)	(15.0, 0.014229949174563234)	(16.0, 0.03667174041194119)	(17.0, 0.050647513522655396)	(18.0, 0.06858061242744984)	(19.0, 0.13133472739128352)	(20.0, 0.28624917270579214)	(21.0, 0.3963426019612616)	(22.0, 0.4947126490718174)	(23.0, 0.8274525790560878)	(24.0, 1.0618224619298025)	(25.0, 1.3153689512206805)	(26.0, 1.9374511810877366)	(27.0, 2.6225573435864047)	(28.0, 2.9391277655088945)	(29.0, 3.2991779359534976)	(30.0, 3.9599770459462342)	(31.0, 4.260725985494367)	(32.0, 4.61258777628205)	(33.0, 5.125167047441962)	(34.0, 5.2858845278141935)	(35.0, 5.385834376921596)	(36.0, 5.6287954107534075)	(37.0, 5.617068118207511)	(38.0, 5.462329640937206)	(39.0, 5.053164834155006)	(40.0, 4.240849417301373)	(41.0, 3.8376988072299403)	(42.0, 3.5586447723315673)	(43.0, 3.0472777254761647)	(44.0, 2.469402578713928)	(45.0, 2.1238404439087195)	(46.0, 1.8656092942410547)	(47.0, 1.5903248858896113)	(48.0, 1.5732716272058327)	(49.0, 1.5329827658852708)	(50.0, 1.327624147899186)	(51.0, 1.0575092896463336)	(52.0, 0.952464188059004)	(53.0, 0.8670297473978725)	(54.0, 0.7724332372352292)	(55.0, 0.7632711677337174)	(56.0, 0.6976781016567392)	(57.0, 0.5107492035001999)	(58.0, 0.3266240628479646)	(59.0, 0.26383475427529024)	(60.0, 0.24594075938031873)	(61.0, 0.18336652286167054)	(62.0, 0.13868628123799384)	(63.0, 0.09205865992513537)	(64.0, 0.03340264519074447)	(65.0, 0.01804259013229864)	(66.0, 0.014710928495385238)	(67.0, 0.008004590810753212)	(68.0, 0.0006921409738658127)	(69.0, 8.602882161043999e-05)	(70.0, 4.301441080521999e-05)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 3.910400982292726e-06)	(75.0, 3.910400982292726e-06)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
ERR2713023_2	(0.0, 0.019898268542650265)	(1.0, 0.02603460762692368)	(2.0, 0.025835780884040618)	(3.0, 0.019500615056884135)	(4.0, 0.01596071932084839)	(5.0, 0.009477408077426096)	(6.0, 0.005528163164866394)	(7.0, 0.004522333759693242)	(8.0, 0.0042923185081226375)	(9.0, 0.0042728256901929254)	(10.0, 0.004483348123833818)	(11.0, 0.005103219733998667)	(12.0, 0.007668474573548799)	(13.0, 0.019387556712891805)	(14.0, 0.02916125562284953)	(15.0, 0.036385293947600886)	(16.0, 0.060840983322217886)	(17.0, 0.07807263437208352)	(18.0, 0.10979914483448318)	(19.0, 0.22341888198318993)	(20.0, 0.5976536962885636)	(21.0, 0.88999528390763)	(22.0, 0.9189733070419404)	(23.0, 1.187740280656813)	(24.0, 1.427529231137375)	(25.0, 1.658343688243098)	(26.0, 2.250141742025576)	(27.0, 2.926511335677904)	(28.0, 3.241897332653476)	(29.0, 3.602417000263504)	(30.0, 4.312976996564546)	(31.0, 4.663017325255561)	(32.0, 4.9775417396786406)	(33.0, 5.428523676736877)	(34.0, 5.564981199372035)	(35.0, 5.546696936153965)	(36.0, 5.4617589313070365)	(37.0, 5.130458997773648)	(38.0, 4.8658128058691155)	(39.0, 4.516563885586048)	(40.0, 3.7680786627209564)	(41.0, 3.3688423601389337)	(42.0, 3.064801183198454)	(43.0, 2.4857787222871095)	(44.0, 1.9674179107730294)	(45.0, 1.724038383229814)	(46.0, 1.6036429425687393)	(47.0, 1.4188198400863796)	(48.0, 1.3543921782650947)	(49.0, 1.2665341492922957)	(50.0, 1.1620019638624208)	(51.0, 1.0627874191637714)	(52.0, 0.9802470309221979)	(53.0, 0.9322791045607619)	(54.0, 0.8189751510625164)	(55.0, 0.753639123925707)	(56.0, 0.6619721983294421)	(57.0, 0.5044663308937811)	(58.0, 0.34775966899323846)	(59.0, 0.25689194893209183)	(60.0, 0.2344518169314071)	(61.0, 0.15614137018058108)	(62.0, 0.10027105543043982)	(63.0, 0.07041195692570659)	(64.0, 0.02916515418643547)	(65.0, 0.012935433978157052)	(66.0, 0.008093418004416526)	(67.0, 0.004268927126606983)	(68.0, 0.0003157836504613385)	(69.0, 0.0001871310521252376)	(70.0, 0.00016763823419552537)	(71.0, 0.0001403482890939282)	(72.0, 0.0001325511619220433)	(73.0, 0.00010526121682044617)	(74.0, 5.457989020319431e-05)	(75.0, 3.11885086875396e-05)	(76.0, 3.11885086875396e-05)	(77.0, 3.11885086875396e-05)	(78.0, 4.67827630313094e-05)	(79.0, 6.23770173750792e-05)	(80.0, 3.89856358594245e-05)	(81.0, 1.55942543437698e-05)	(82.0, 1.169569075782735e-05)	(83.0, 7.7971271718849e-06)	(84.0, 7.7971271718849e-06)	(85.0, 1.55942543437698e-05)	(86.0, 2.33913815156547e-05)	(87.0, 1.949281792971225e-05)	(88.0, 1.949281792971225e-05)	(89.0, 2.7289945101597154e-05)	(90.0, 3.11885086875396e-05)	(91.0, 2.33913815156547e-05)	(92.0, 1.169569075782735e-05)	(93.0, 7.7971271718849e-06)	(94.0, 1.169569075782735e-05)	(95.0, 1.169569075782735e-05)	(96.0, 7.7971271718849e-06)	(97.0, 7.7971271718849e-06)	(98.0, 1.55942543437698e-05)	(99.0, 3.89856358594245e-05)	(100.0, 5.457989020319431e-05)
