"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"SAUSA300_RS00595",1696.44006337049,1.55834086981242,0.138967270426174,11.2137258293512,3.49178861540091e-29,1.57945800654769e-28
"SAUSA300_RS00600",343.016467294304,0.492487660984812,0.185565010494375,2.65398988566188,0.00795462111743774,0.0113481618684015
"SAUSA300_RS00605",344.484019996697,0.186848795250643,0.246333940480321,0.75851827355301,0.44814077772944,0.495211425901651
"SAUSA300_RS00610",274.588669628499,5.25809042072078,0.306454391876939,17.1578236765236,5.49338915447716e-66,5.82299250374578e-65
"SAUSA300_RS00615",355.897732793463,5.64843606608153,0.286056996334271,19.7458413479287,8.71020244678117e-87,1.31542788564561e-85
"SAUSA300_RS00620",912.83616902968,4.71262438373761,0.192811592436558,24.4416029357168,6.18118608013847e-132,2.04270019989517e-130
"SAUSA300_RS00625",594.24713385072,4.1133580461248,0.21649698304686,18.9996090857048,1.7181939469794e-80,2.3429159209054e-79
"SAUSA300_RS00630",767.691304711897,3.89462728519653,0.20390434402175,19.1002663718685,2.5120235378187e-81,3.47599710233139e-80
"SAUSA300_RS00635",838.498556522221,3.52854589982757,0.202591335440812,17.4170622457763,6.12418861651105e-68,6.71986164991388e-67
"SAUSA300_RS00640",329.530321802641,2.94768916552809,0.225259424983665,13.0857528635787,3.97204962303433e-39,2.35390029348173e-38
"SAUSA300_RS00645",552.735479206842,2.72263528335064,0.211596907628393,12.867084466717,6.89562357555505e-38,3.96110564902538e-37
"SAUSA300_RS00650",490.35378734565,2.40336469521166,0.209889634470376,11.450611657294,2.3349209798994e-30,1.09495710059055e-29
"SAUSA300_RS00660",56.6228219605591,-1.60467439131338,0.473102708470757,-3.39180977530288,0.000694326265322329,0.0011000352393065
"SAUSA300_RS00665",81.5479228578667,-2.36247225903971,0.415842159175951,-5.68117543377823,1.33772174825235e-08,2.92424933139366e-08
"SAUSA300_RS00670",10963.1106657878,3.86034541887218,0.217183379304818,17.7745895253529,1.11208690299039e-70,1.26985858150407e-69
"SAUSA300_RS00675",8.22999847886076,1.57996704557728,0.935889749805059,1.68819783089448,0.091373259476521,0.114328710487904
"SAUSA300_RS00680",90.4681645346027,-0.787746512953926,0.375088287059301,-2.10016292198798,0.0357145117873378,0.0472548580360961
"SAUSA300_RS00685",26.3843793731361,-0.851240194849408,0.63871439679804,-1.33273995249957,0.182617157327773,0.218007477659887
"SAUSA300_RS00690",64.0893435575424,-2.05875238823257,0.51714420049251,-3.98100256422075,6.86252088858777e-05,0.000117255603260602
"SAUSA300_RS00695",91.3271847930002,-1.63042704795427,0.387224804114628,-4.2105439285641,2.54756579456268e-05,4.48940546858631e-05
"SAUSA300_RS00700",572.148412822504,-0.114411075572875,0.176389107850248,-0.648628914604004,0.516578261468642,0.56308433700637
"SAUSA300_RS00705",2740.24167253781,1.55313084227797,0.147941377861149,10.4982856367315,8.79631014308908e-26,3.55011999884156e-25
"SAUSA300_RS15960",4480.04019186655,-0.285087215286801,0.487348866999175,-0.584975639816732,0.558564096635553,0.603597955688114
"SAUSA300_RS00715",474.390397430103,-1.43540849783947,0.179432063731069,-7.99973242235483,1.24689876033844e-15,3.62957369719242e-15
"SAUSA300_RS00725",308.389461703678,0.0192839895522202,0.330047739041093,0.0584278795796242,0.953407808006985,0.960589143720094
"SAUSA300_RS00730",732.351930027082,1.52082425623148,0.173739743756428,8.75346206544185,2.06905454818543e-18,6.65747334003766e-18
"SAUSA300_RS00735",2315.81123313636,1.53078826346691,0.155668763957621,9.83362509310888,8.06618232095139e-23,2.97347849600426e-22
"SAUSA300_RS00740",6401.08712319295,1.63799957020236,0.139510374304728,11.7410592464223,7.84970866922319e-32,3.85486567339999e-31
"SAUSA300_RS00745",75.1409112446654,-0.82459337541995,0.40852680154927,-2.01845600409279,0.0435437917819837,0.0571830346496457
"SAUSA300_RS00750",41.5030305403736,-0.642718752241481,0.410046836234649,-1.56742765812656,0.117014763290415,0.144037892236098
"SAUSA300_RS00755",24.6588416159667,-1.3305268566204,0.605999508178746,-2.19559065422203,0.0281212557758361,0.0376693407126006
"SAUSA300_RS00760",28.3734048517454,-0.543183985625805,0.578726913926122,-0.938584283113445,0.347944225325386,0.393468328880438
"SAUSA300_RS00765",61.2651447127821,-0.357669415220456,0.425291437482707,-0.84099839239063,0.40034883502549,0.446261856185159
"SAUSA300_RS00770",395.845953410051,-0.217140174608235,0.197747501245358,-1.09806785542547,0.272174860416237,0.31501408442901
"SAUSA300_RS00790",102.039221840441,-0.629491644637207,0.364873908592826,-1.72523063396039,0.0844859170488666,0.106231397041301
"SAUSA300_RS00800",243.515604301484,-1.64343898932348,0.256170081971268,-6.41542125714667,1.4043398797327e-10,3.33738639777425e-10
"SAUSA300_RS00805",24.267446119603,0.290016849565624,0.72085384605329,0.402324064931442,0.687445546287718,0.727594023934514
"SAUSA300_RS00810",34.7903237492624,-0.77813443785106,0.508993102236834,-1.52877206868119,0.126320958956557,0.154950032187323
"SAUSA300_RS00815",30.8822477346232,0.0715253912182502,0.594999322559009,0.120210878410129,0.904316100542988,0.919704535273444
"SAUSA300_RS00825",47.9606157388629,0.887266248356257,0.463296320935443,1.9151161109261,0.0554776976334075,0.0717811389462191
"SAUSA300_RS00830",59.6541770325012,0.929306720463656,0.370217826014738,2.51016200507498,0.0120675784400965,0.0168562047927554
"SAUSA300_RS00835",70.5990299798948,1.0251212123838,0.362120277532004,2.83088596797289,0.00464192672034719,0.0068125246381689
"SAUSA300_RS00840",38.8882794163973,0.31809384628739,0.424502936157911,0.749332499714589,0.453656824014824,0.501109720274337
"SAUSA300_RS00845",107.478270129025,-0.0950626698773384,0.278225309656604,-0.34167513370609,0.732595387507563,0.769293623741587
"SAUSA300_RS00850",122.607174811805,-0.134859640286456,0.31128256041318,-0.433238662993038,0.664841393425488,0.706064073395915
"SAUSA300_RS00855",97.0898501100749,0.785106196317469,0.307735751995727,2.55123491900405,0.0107341945496727,0.0151063890230614
"SAUSA300_RS00860",174.152002687802,1.05500718143956,0.233729764252607,4.51379046572493,6.36791332555804e-06,1.16911559029363e-05
"SAUSA300_RS00865",123.772127153383,0.841163347462175,0.262927091920965,3.19922660429009,0.00137796812967066,0.00212910477241192
"SAUSA300_RS00870",217.171530577688,1.0421447886749,0.214837456188616,4.8508523940069,1.22932009690614e-06,2.36194264857001e-06
"SAUSA300_RS00875",394.641682529602,0.835247816733416,0.186915610325437,4.4685824542914,7.87396606707618e-06,1.43809952421437e-05
"SAUSA300_RS00880",638.834141133212,0.436987592918637,0.163594252023572,2.67116715601764,0.00755879951298066,0.010827469572648
"SAUSA300_RS00885",694.236585751945,3.45929351152688,0.182787887953992,18.9251790709326,7.0748665975388e-80,9.46347632023166e-79
"SAUSA300_RS00890",551.768650396316,2.94887695962797,0.18838925640799,15.6531057866785,3.16394147018289e-55,2.73461895069038e-54
"SAUSA300_RS00895",39291.4793337083,7.12659659654256,0.204968964803369,34.769149580178,7.11938282845555e-265,7.40679495004875e-263
"SAUSA300_RS00900",440.144660092288,1.57281078934546,0.186699351437233,8.42429701676939,3.6292257402566e-17,1.11293614676646e-16
"SAUSA300_RS00905",61.5978817665652,0.751124755322332,0.398275933270224,1.88594060694274,0.0593029586791885,0.0763087544341917
"SAUSA300_RS00910",557.310392763654,3.77310967149226,0.215539175065692,17.505447306005,1.3020020280615e-68,1.43989121922234e-67
"SAUSA300_RS00915",363.75819886163,3.36398052080401,0.223616009838066,15.0435584788409,3.80532607028722e-51,2.96921136984356e-50
"SAUSA300_RS00920",466.723556220545,3.18282247561348,0.202311970118928,15.7322499194807,9.09220112044471e-56,7.90711855954464e-55
"SAUSA300_RS00925",342.902201159852,2.7849407845382,0.206196206443929,13.5062658647675,1.43623661736736e-41,8.92563862430293e-41
"SAUSA300_RS00930",850.699460128068,3.17130083960935,0.169872602201327,18.6687011237448,8.8990783567106e-78,1.16810799551402e-76
"SAUSA300_RS00935",850.828553033619,0.908083235743086,0.182820408308471,4.96707804202519,6.79692401596455e-07,1.33607834575538e-06
"SAUSA300_RS00940",157.140442680042,0.0161006864716893,0.235097846656251,0.068485044421657,0.94539952494562,0.955259781135536
"SAUSA300_RS00945",392.930425145642,-0.597232295681975,0.178529695737826,-3.34528266131714,0.000821987527889588,0.00129528341130298
"SAUSA300_RS00950",4293.78812105189,0.0254137974883631,0.141563401063515,0.179522371583604,0.857527552684339,0.879764388418666
"SAUSA300_RS00955",741.201986009379,-0.185168156667478,0.166148608980162,-1.1144731081654,0.265076274905129,0.307558552750313
"SAUSA300_RS00960",568.804500769986,-2.68939750646925,0.295051530734992,-9.11500950281394,7.8663579095827e-20,2.64947234628511e-19
"SAUSA300_RS00965",172.146137974388,-1.52789408816716,0.236945204588411,-6.44830137339651,1.13110675028704e-10,2.69947226980144e-10
"SAUSA300_RS00970",204.918178772229,-1.39397647119847,0.218677918804642,-6.37456437677089,1.83483732115707e-10,4.33478388152246e-10
"SAUSA300_RS00975",115.699094522853,-1.46753251339459,0.278355873738249,-5.27214494771028,1.34838516942524e-07,2.77277740916215e-07
"SAUSA300_RS00980",107.814778337561,-1.17645984943222,0.32992949694659,-3.56579166252199,0.000362759472339816,0.000590035528548084
"SAUSA300_RS00985",2340.33621975485,-0.860120278294959,0.152686404294804,-5.63324732328003,1.76847553443417e-08,3.8389859167122e-08
"SAUSA300_RS00990",5637.59481348991,4.57151372132837,0.13328254452662,34.2994181088381,8.00562750151036e-258,7.02743989116956e-256
"SAUSA300_RS00995",16651.5712022509,4.38724911545296,0.135267131322706,32.4339628744423,9.11787517601907e-231,7.11447538039933e-229
"SAUSA300_RS01000",10.8826013804285,-1.76043658686687,0.803756009307114,-2.19026242601218,0.0285052101742086,0.0381654601426844
"SAUSA300_RS01005",13973.4533492966,-1.93326516548369,0.138515741298172,-13.9570069608342,2.85159978340151e-44,1.86716638498248e-43
"SAUSA300_RS01010",533.032491163212,-0.434250355537914,0.293263225381559,-1.48075284575118,0.138672446170269,0.168701126588257
"SAUSA300_RS01015",274.694593114574,0.663104730905457,0.232893601194803,2.84724323684104,0.00440996529128455,0.00648565052524518
"SAUSA300_RS01020",574.788397142565,1.52738106784497,0.198719625669705,7.68611083428498,1.51675122660613e-14,4.22255123442677e-14
"SAUSA300_RS01025",502.852073028562,2.3196855288679,0.210502015874118,11.0197782155924,3.06814090729914e-28,1.3424311228354e-27
"SAUSA300_RS01030",52.0428426707168,0.60340691686276,0.399186557766434,1.51159127260947,0.130637873268099,0.159756981284323
"SAUSA300_RS01035",3368.46720656078,-0.82027176048548,0.140398441364871,-5.84245631583427,5.14366774356092e-09,1.14580195810172e-08
"SAUSA300_RS01040",1328.02916588669,-0.99399236224123,0.170228100004884,-5.83917909095334,5.24586558665647e-09,1.16764155569873e-08
"SAUSA300_RS01045",1050.4108085156,-0.214542366829487,0.161790725909337,-1.32604860769159,0.184823597366212,0.220454133758679
"SAUSA300_RS01050",1534.85902057553,0.586558912705357,0.144175992578776,4.06835356021474,4.73465022017129e-05,8.1843892113607e-05
"SAUSA300_RS01055",646.569864592253,2.36770979005507,0.167440665035988,14.1405899788213,2.13487034850075e-45,1.44851468814942e-44
"SAUSA300_RS01060",128.166982449341,0.640593140170006,0.264627843841441,2.42073219080391,0.01548928382396,0.0213700384388524
"SAUSA300_RS01065",161.936661166013,2.65960305958704,0.297740864344887,8.9326101253817,4.16073872112223e-19,1.36377071967705e-18
"SAUSA300_RS01070",579.205910771152,3.15990817670919,0.192558470064428,16.4101229909644,1.61877219443852e-60,1.54664322931217e-59
"SAUSA300_RS01075",1880.12792331855,2.92374281384509,0.151197184542423,19.3372834467347,2.60860123806503e-83,3.71957404960643e-82
"SAUSA300_RS01080",3345.64807574414,4.86084994771623,0.15744155943868,30.8739951830154,2.66910496327257e-209,1.78512281948396e-207
"SAUSA300_RS01085",34410.3872639678,6.30027451765054,0.17105735377721,36.8313573110467,5.8150837325985e-297,7.1019870455953e-295
"SAUSA300_RS01090",1424.57562230955,4.67844363930529,0.178848657875434,26.1586734554294,7.85242422090966e-151,3.34203933886898e-149
"SAUSA300_RS01095",491.042365949086,-1.44242029403181,0.268761491060604,-5.36691580456573,8.00944220307792e-08,1.67275265044207e-07
"SAUSA300_RS01100",695.982137999217,0.308211692642113,0.250678700664795,1.22950889654662,0.218881064320339,0.258443425672901
"SAUSA300_RS01105",983.161412022271,2.03833531477947,0.267365776726478,7.62377047554869,2.46371275918703e-14,6.78487170642782e-14
"SAUSA300_RS01110",812.771579183307,2.8006614563864,0.177747654150682,15.7563905401092,6.20787223690926e-56,5.44934784796191e-55
"SAUSA300_RS01115",1367.84198510547,3.04200951527153,0.186763087795601,16.2880660797427,1.19963063027777e-59,1.12701084964891e-58
"SAUSA300_RS01120",1239.45759887045,3.10025339457521,0.187959648639131,16.4942497872375,4.035406333393e-61,3.92230324930828e-60
"SAUSA300_RS01125",1710.84975009238,3.15248777983496,0.185500769034578,16.9944728328718,9.02379617766754e-65,9.2849243454462e-64
"SAUSA300_RS01130",527.136108188195,-4.96533051158467,0.264654964887226,-18.7615241365318,1.55865411640384e-78,2.06521670423509e-77
"SAUSA300_RS01135",610.246972343252,-1.42430209677939,0.935225391587196,-1.52295062729442,0.127771058186165,0.156455493655161
"SAUSA300_RS01140",355.921386384079,-0.78236488152033,0.190418208071569,-4.10866633734037,3.97950532724544e-05,6.92162877042256e-05
"SAUSA300_RS01145",424.02314469288,-1.45298747048903,0.182455108099289,-7.96353407490426,1.67193942678416e-15,4.84172974209969e-15
"SAUSA300_RS01150",207.034853353846,-1.75740331142815,0.285434636392045,-6.15693783222004,7.4164944781972e-10,1.72458054546821e-09
